ClassID,UserID,ActivityID,SubmitTime,SelfCheck,SelfCheckDateTime
370,8048,13427,2021-03-28T16:28:53,NULL,NULL
370,8048,13428,2021-04-07T20:26:33,NULL,NULL
370,8048,13429,2021-04-06T23:13:28,NULL,NULL
370,8048,13431,2021-05-26T22:43:40,NULL,NULL
370,8048,13433,2021-04-07T21:55:33,NULL,NULL
370,8048,13436,2021-04-07T22:31:37,NULL,NULL
370,8048,13438,2021-04-07T22:32:00,NULL,NULL
370,8048,13442,2021-04-14T20:42:25,NULL,NULL
370,8048,13443,2021-04-14T20:49:49,NULL,NULL
370,8048,13445,2021-04-14T20:44:00,NULL,NULL
370,8048,13447,2021-04-14T20:44:33,NULL,NULL
370,8048,13451,2021-04-14T20:44:53,NULL,NULL
370,8048,13452,2021-04-14T20:47:18,NULL,NULL
370,8048,13453,2021-04-14T22:45:38,NULL,NULL
370,8048,13456,2021-04-19T10:24:05,NULL,NULL
370,8048,13459,2021-04-19T11:51:26,NULL,NULL
370,8048,13461,2021-04-19T14:15:55,NULL,NULL
370,8048,13463,2021-04-19T19:28:27,NULL,NULL
370,8048,13465,2021-04-22T15:30:52,NULL,NULL
370,8048,13468,2021-05-26T22:50:23,NULL,NULL
370,8048,13472,2021-05-06T16:38:31,NULL,NULL
370,8048,13474,2021-05-06T16:55:50,NULL,NULL
370,8048,13476,2021-05-06T18:27:32,NULL,NULL
370,8048,13480,2021-05-24T21:25:45,none,30:20.0
370,8048,13484,2021-05-26T19:29:16,NULL,NULL
370,8048,13486,2021-05-27T07:37:59,NULL,NULL
370,8048,13488,2021-05-27T20:24:37,NULL,NULL
370,8048,13508,2021-03-11T22:16:44,none,20:05.0
370,8048,13509,2021-03-14T15:00:33,none,30:03.0
370,8048,13512,2021-03-14T20:36:45,none,30:07.0
370,8048,13514,2021-03-14T21:07:30,none,30:11.0
370,8048,13516,2021-03-14T22:11:49,NULL,NULL
370,8049,13384,2021-03-16T21:59:14,NULL,NULL
370,8049,13386,2021-03-17T23:07:29,NULL,NULL
370,8049,13389,2021-03-21T23:08:03,NULL,NULL
370,8049,13402,2021-03-17T17:12:50,NULL,NULL
370,8049,13403,2021-03-24T21:27:57,NULL,NULL
370,8049,13405,2021-03-12T08:35:16,NULL,NULL
370,8049,13407,2021-03-24T20:10:49,NULL,NULL
370,8049,13408,2021-03-24T20:28:58,NULL,NULL
370,8049,13410,2021-03-25T17:01:30,NULL,NULL
370,8049,13411,2021-03-28T21:44:22,NULL,NULL
370,8049,13415,2021-03-17T21:50:35,NULL,NULL
370,8049,13420,2021-03-30T14:17:08,NULL,NULL
370,8049,13422,2021-03-30T20:00:16,NULL,NULL
370,8049,13425,2021-03-25T13:52:19,NULL,NULL
370,8049,13426,2021-03-25T14:04:34,NULL,NULL
370,8049,13427,2021-03-25T14:09:13,NULL,NULL
370,8049,13428,2021-03-30T20:12:01,NULL,NULL
370,8049,13429,2021-03-31T16:22:51,NULL,NULL
370,8049,13431,2021-04-02T21:52:29,NULL,NULL
370,8049,13433,2021-04-03T22:25:22,NULL,NULL
370,8049,13436,2021-04-03T22:47:49,NULL,NULL
370,8049,13438,2021-04-04T23:23:43,NULL,NULL
370,8049,13442,2021-04-05T09:44:11,NULL,NULL
370,8049,13443,2021-04-05T11:49:55,NULL,NULL
370,8049,13445,2021-04-05T11:59:29,NULL,NULL
370,8049,13447,2021-04-06T13:48:22,NULL,NULL
370,8049,13451,2021-04-06T14:07:04,NULL,NULL
370,8049,13452,2021-04-06T14:20:41,NULL,NULL
370,8049,13453,2021-04-06T22:50:54,NULL,NULL
370,8049,13456,2021-04-12T12:23:02,NULL,NULL
370,8049,13459,2021-04-14T21:48:57,NULL,NULL
370,8049,13461,2021-04-14T22:26:42,NULL,NULL
370,8049,13463,2021-04-14T22:44:39,NULL,NULL
370,8049,13465,2021-04-15T23:43:48,NULL,NULL
370,8049,13468,2021-04-16T22:41:09,NULL,NULL
370,8049,13472,2021-04-24T21:20:40,NULL,NULL
370,8049,13474,2021-04-24T22:16:44,NULL,NULL
370,8049,13476,2021-04-24T22:21:03,NULL,NULL
370,8049,13480,2021-05-16T23:11:16,NULL,NULL
370,8049,13481,2021-05-25T13:32:19,NULL,NULL
370,8049,13484,2021-05-30T23:45:28,NULL,NULL
370,8049,13508,2021-03-12T08:54:28,NULL,NULL
370,8049,13509,2021-03-14T22:01:28,NULL,NULL
370,8049,13512,2021-03-14T22:24:29,NULL,NULL
370,8049,13514,2021-03-14T22:53:07,NULL,NULL
370,8049,13516,2021-03-16T21:34:14,NULL,NULL
370,8050,13384,2021-03-14T21:23:55,NULL,NULL
370,8050,13386,2021-03-15T17:26:30,NULL,NULL
370,8050,13389,2021-03-20T14:03:20,NULL,NULL
370,8050,13402,2021-03-14T22:00:14,NULL,NULL
370,8050,13403,2021-03-14T22:28:16,NULL,NULL
370,8050,13405,2021-03-14T17:54:37,NULL,NULL
370,8050,13407,2021-03-20T14:10:04,NULL,NULL
370,8050,13408,2021-03-20T14:29:04,NULL,NULL
370,8050,13410,2021-03-20T17:17:52,NULL,NULL
370,8050,13411,2021-03-24T14:26:18,NULL,NULL
370,8050,13415,2021-03-15T17:11:41,NULL,NULL
370,8050,13420,2021-03-24T16:08:30,NULL,NULL
370,8050,13422,2021-03-24T16:22:58,NULL,NULL
370,8050,13425,2021-03-20T14:50:31,NULL,NULL
370,8050,13426,2021-03-20T15:18:58,NULL,NULL
370,8050,13427,2021-03-20T15:23:24,NULL,NULL
370,8050,13428,2021-03-24T16:45:02,NULL,NULL
370,8050,13429,2021-03-24T16:50:53,NULL,NULL
370,8050,13431,2021-04-01T18:55:50,NULL,NULL
370,8050,13433,2021-04-08T19:16:56,NULL,NULL
370,8050,13436,2021-04-08T18:58:38,NULL,NULL
370,8050,13442,2021-04-08T18:17:36,NULL,NULL
370,8050,13443,2021-04-08T19:14:49,NULL,NULL
370,8050,13445,2021-04-08T19:37:46,NULL,NULL
370,8050,13447,2021-04-12T10:39:08,NULL,NULL
370,8050,13508,2021-03-14T19:08:05,NULL,NULL
370,8050,13509,2021-03-14T19:51:30,NULL,NULL
370,8050,13512,2021-03-14T20:29:52,NULL,NULL
370,8050,13514,2021-03-14T20:48:52,NULL,NULL
370,8050,13516,2021-03-14T21:14:37,NULL,NULL
370,8051,13384,2021-04-22T09:07:15,NULL,NULL
370,8051,13386,2021-05-10T09:26:44,NULL,NULL
370,8051,13389,2021-05-13T19:14:12,NULL,NULL
370,8051,13402,2021-04-22T19:56:27,NULL,NULL
370,8051,13403,2021-04-22T20:07:36,NULL,NULL
370,8051,13405,2021-03-18T18:43:34,NULL,NULL
370,8051,13407,2021-05-19T15:55:44,NULL,NULL
370,8051,13408,2021-05-19T16:08:33,NULL,NULL
370,8051,13410,2021-05-21T20:07:46,NULL,NULL
370,8051,13415,2021-05-09T22:26:27,NULL,NULL
370,8051,13420,2021-05-21T21:16:29,NULL,NULL
370,8051,13422,2021-05-27T21:32:20,NULL,NULL
370,8051,13425,2021-05-19T17:12:50,NULL,NULL
370,8051,13426,2021-05-19T17:15:46,NULL,NULL
370,8051,13427,2021-05-19T17:32:58,NULL,NULL
370,8051,13442,2021-05-27T15:20:30,NULL,NULL
370,8051,13443,2021-05-27T15:21:06,NULL,NULL
370,8051,13445,2021-05-27T15:21:34,NULL,NULL
370,8051,13447,2021-05-27T15:22:09,NULL,NULL
370,8051,13451,2021-05-27T15:22:42,NULL,NULL
370,8051,13452,2021-05-27T15:23:03,NULL,NULL
370,8051,13453,2021-05-27T15:23:27,NULL,NULL
370,8051,13508,2021-03-18T19:11:36,NULL,NULL
370,8051,13509,2021-04-18T22:21:25,NULL,NULL
370,8051,13514,2021-04-21T22:22:11,NULL,NULL
370,8051,13516,2021-04-21T23:35:47,NULL,NULL
370,8052,13384,2021-04-07T15:51:20,NULL,NULL
370,8052,13405,2021-03-18T17:42:47,NULL,NULL
370,8052,13508,2021-03-25T13:25:10,NULL,NULL
370,8052,13509,2021-03-25T13:25:44,NULL,NULL
370,8052,13512,2021-03-25T13:26:23,NULL,NULL
370,8052,13514,2021-03-25T13:33:50,NULL,NULL
370,8052,13516,2021-03-25T13:35:22,NULL,NULL
370,8054,13384,2021-03-16T20:22:44,same,09:05.0
370,8054,13386,2021-03-16T22:24:52,NULL,NULL
370,8054,13389,2021-03-22T19:27:02,NULL,NULL
370,8054,13402,2021-03-16T20:48:33,NULL,NULL
370,8054,13403,2021-03-16T21:16:45,NULL,NULL
370,8054,13405,2021-03-13T21:47:40,NULL,NULL
370,8054,13407,2021-03-22T19:30:45,NULL,NULL
370,8054,13408,2021-03-22T19:35:26,NULL,NULL
370,8054,13410,2021-03-22T20:06:22,NULL,NULL
370,8054,13411,2021-03-23T22:56:54,NULL,NULL
370,8054,13415,2021-03-16T21:44:37,NULL,NULL
370,8054,13420,2021-03-29T17:32:31,NULL,NULL
370,8054,13422,2021-03-29T17:49:10,NULL,NULL
370,8054,13425,2021-03-22T19:47:29,NULL,NULL
370,8054,13426,2021-03-22T19:46:39,NULL,NULL
370,8054,13427,2021-03-22T19:49:53,NULL,NULL
370,8054,13428,2021-03-29T17:57:42,NULL,NULL
370,8054,13429,2021-03-29T18:04:21,NULL,NULL
370,8054,13431,2021-03-29T22:39:24,NULL,NULL
370,8054,13433,2021-03-30T20:13:02,NULL,NULL
370,8054,13436,2021-03-30T20:43:56,NULL,NULL
370,8054,13438,2021-03-30T20:51:54,NULL,NULL
370,8054,13442,2021-04-06T18:19:18,NULL,NULL
370,8054,13443,2021-04-06T18:29:15,NULL,NULL
370,8054,13445,2021-04-06T19:20:24,NULL,NULL
370,8054,13447,2021-04-06T19:41:12,NULL,NULL
370,8054,13451,2021-04-06T21:08:18,NULL,NULL
370,8054,13452,2021-04-06T21:29:04,NULL,NULL
370,8054,13453,2021-04-06T22:04:45,NULL,NULL
370,8054,13456,2021-04-14T13:38:47,NULL,NULL
370,8054,13459,2021-04-14T16:24:30,NULL,NULL
370,8054,13461,2021-04-14T21:01:43,NULL,NULL
370,8054,13463,2021-04-14T21:16:45,NULL,NULL
370,8054,13465,2021-04-14T21:46:34,NULL,NULL
370,8054,13468,2021-04-14T22:13:24,NULL,NULL
370,8054,13472,2021-04-20T17:58:15,NULL,NULL
370,8054,13474,2021-04-20T18:48:21,NULL,NULL
370,8054,13476,2021-04-20T18:53:18,NULL,NULL
370,8054,13480,2021-04-20T19:36:30,NULL,NULL
370,8054,13481,2021-04-20T21:51:38,NULL,NULL
370,8054,13484,2021-04-28T17:12:52,NULL,NULL
370,8054,13486,2021-05-08T12:03:05,NULL,NULL
370,8054,13488,2021-05-08T12:03:46,NULL,NULL
370,8054,13490,2021-05-08T12:04:05,NULL,NULL
370,8054,13492,2021-05-08T12:04:16,NULL,NULL
370,8054,13494,2021-05-08T12:04:29,NULL,NULL
370,8054,13496,2021-05-31T09:56:51,NULL,NULL
370,8054,13498,2021-05-31T09:57:28,NULL,NULL
370,8054,13508,2021-03-13T22:00:06,NULL,NULL
370,8054,13509,2021-03-13T22:09:03,NULL,NULL
370,8054,13512,2021-03-13T22:18:05,NULL,NULL
370,8054,13514,2021-03-13T22:33:05,NULL,NULL
370,8054,13516,2021-03-13T22:51:30,NULL,NULL
370,8055,13384,2021-03-24T20:02:45,NULL,NULL
370,8055,13386,2021-03-24T23:30:55,NULL,NULL
370,8055,13389,2021-03-25T23:00:16,NULL,NULL
