UserID,ActivityID,ActivityName,ActivityType,EntryTime(Timestamp),Duration,LeaveTime(Timestamp),LeaveTime(ISO),EntryTime(ISO)
8299,13508,练习-计算行程费用,assignment,1.61521E+12,9,1.61521E+12,2021-03-08T20:14:39,2021-03-08T20:14:30
8299,13510,练习讲解-身高的公/英制转换,video,1.61521E+12,23,1.61521E+12,2021-03-08T20:15:13,2021-03-08T20:14:50
8299,13509,练习-控制输出格式,assignment,1.61521E+12,27,1.61521E+12,2021-03-08T20:17:09,2021-03-08T20:16:42
8299,13507,控制输出格式,video,1.61521E+12,14,1.61521E+12,2021-03-08T20:17:37,2021-03-08T20:17:23
8299,13509,练习-控制输出格式,assignment,1.61521E+12,15,1.61521E+12,2021-03-08T20:18:03,2021-03-08T20:17:48
8299,13512,练习-计算总面积,assignment,1.61521E+12,68,1.61521E+12,2021-03-08T20:19:22,2021-03-08T20:18:14
8299,13514,练习-外部输入,assignment,1.61521E+12,71,1.61521E+12,2021-03-08T20:20:45,2021-03-08T20:19:34
8308,13505,计算平均气温,video,1.61521E+12,16,1.61521E+12,2021-03-08T20:20:44,2021-03-08T20:20:28
8299,13516,练习-判断奇数或偶数,assignment,1.61521E+12,29,1.61521E+12,2021-03-08T20:21:26,2021-03-08T20:20:57
8299,13506,练习讲解-计算行程费用,video,1.61521E+12,11,1.61521E+12,2021-03-08T20:21:48,2021-03-08T20:21:37
8299,13512,练习-计算总面积,assignment,1.61521E+12,12,1.61521E+12,2021-03-08T20:23:48,2021-03-08T20:23:36
8322,13505,计算平均气温,video,1.61528E+12,638,1.61528E+12,2021-03-09T18:04:34,2021-03-09T17:53:56
8322,13506,练习讲解-计算行程费用,video,1.61528E+12,1506,1.61529E+12,2021-03-09T18:29:43,2021-03-09T18:04:37
8322,13507,控制输出格式,video,1.61529E+12,326,1.61529E+12,2021-03-09T18:35:15,2021-03-09T18:29:49
8322,13510,练习讲解-身高的公/英制转换,video,1.61529E+12,423,1.61529E+12,2021-03-09T18:42:21,2021-03-09T18:35:18
8322,13511,不规则面积计算,video,1.61529E+12,702,1.61529E+12,2021-03-09T18:54:07,2021-03-09T18:42:25
8322,13513,BMI计算-从键盘输入,video,1.61529E+12,1551,1.61529E+12,2021-03-09T19:20:01,2021-03-09T18:54:10
8322,13515,BMI分段输出,video,1.61529E+12,1357,1.61529E+12,2021-03-09T19:42:43,2021-03-09T19:20:06
8329,13505,计算平均气温,video,1.61536E+12,233,1.61536E+12,2021-03-10T15:06:32,2021-03-10T15:02:39
8329,13508,练习-计算行程费用,assignment,1.61536E+12,42,1.61536E+12,2021-03-10T15:07:15,2021-03-10T15:06:33
8329,13506,练习讲解-计算行程费用,video,1.61536E+12,173,1.61536E+12,2021-03-10T15:10:10,2021-03-10T15:07:17
8329,13508,练习-计算行程费用,assignment,1.61536E+12,443,1.61536E+12,2021-03-10T15:17:38,2021-03-10T15:10:15
8329,13507,控制输出格式,video,1.61536E+12,183,1.61536E+12,2021-03-10T15:20:49,2021-03-10T15:17:46
8329,13509,练习-控制输出格式,assignment,1.61536E+12,69,1.61536E+12,2021-03-10T15:23:24,2021-03-10T15:22:15
8329,13509,练习-控制输出格式,assignment,1.61536E+12,8,1.61536E+12,2021-03-10T15:23:39,2021-03-10T15:23:31
8329,13509,练习-控制输出格式,assignment,1.61536E+12,19,1.61536E+12,2021-03-10T15:24:07,2021-03-10T15:23:48
8329,13510,练习讲解-身高的公/英制转换,video,1.61536E+12,469,1.61536E+12,2021-03-10T15:31:58,2021-03-10T15:24:09
8322,13508,练习-计算行程费用,assignment,1.61536E+12,34,1.61536E+12,2021-03-10T15:46:16,2021-03-10T15:45:42
8322,13517,讨论-Python用作计算器,discussion,1.61536E+12,11,1.61536E+12,2021-03-10T15:46:29,2021-03-10T15:46:18
8328,13505,计算平均气温,video,1.61536E+12,705,1.61536E+12,2021-03-10T15:59:06,2021-03-10T15:47:21
8322,13508,练习-计算行程费用,assignment,1.61536E+12,140,1.61536E+12,2021-03-10T15:51:47,2021-03-10T15:49:27
8322,13506,练习讲解-计算行程费用,video,1.61536E+12,134,1.61536E+12,2021-03-10T15:54:04,2021-03-10T15:51:50
8322,13508,练习-计算行程费用,assignment,1.61536E+12,15,1.61536E+12,2021-03-10T15:54:23,2021-03-10T15:54:08
8322,13509,练习-控制输出格式,assignment,1.61536E+12,51,1.61536E+12,2021-03-10T15:55:20,2021-03-10T15:54:29
8322,13510,练习讲解-身高的公/英制转换,video,1.61536E+12,845,1.61536E+12,2021-03-10T16:09:28,2021-03-10T15:55:23
8328,13508,练习-计算行程费用,assignment,1.61536E+12,854,1.61536E+12,2021-03-10T16:13:22,2021-03-10T15:59:08
8322,13512,练习-计算总面积,assignment,1.61536E+12,6,1.61536E+12,2021-03-10T16:09:48,2021-03-10T16:09:42
8322,13511,不规则面积计算,video,1.61536E+12,143,1.61536E+12,2021-03-10T16:12:14,2021-03-10T16:09:51
8322,13512,练习-计算总面积,assignment,1.61536E+12,6,1.61536E+12,2021-03-10T16:12:23,2021-03-10T16:12:17
8322,13511,不规则面积计算,video,1.61536E+12,6,1.61536E+12,2021-03-10T16:12:31,2021-03-10T16:12:25
8322,13511,不规则面积计算,video,1.61536E+12,126,1.61536E+12,2021-03-10T16:14:43,2021-03-10T16:12:37
8328,13506,练习讲解-计算行程费用,video,1.61536E+12,427,1.61536E+12,2021-03-10T16:20:37,2021-03-10T16:13:30
8322,13514,练习-外部输入,assignment,1.61536E+12,37,1.61536E+12,2021-03-10T16:15:35,2021-03-10T16:14:58
8322,13514,练习-外部输入,assignment,1.61536E+12,293,1.61536E+12,2021-03-10T16:21:10,2021-03-10T16:16:17
8328,13508,练习-计算行程费用,assignment,1.61536E+12,27,1.61536E+12,2021-03-10T16:21:07,2021-03-10T16:20:40
8322,13513,BMI计算-从键盘输入,video,1.61536E+12,20,1.61536E+12,2021-03-10T16:21:33,2021-03-10T16:21:13
8328,13506,练习讲解-计算行程费用,video,1.61536E+12,595,1.61537E+12,2021-03-10T16:31:09,2021-03-10T16:21:14
8322,13515,BMI分段输出,video,1.61536E+12,17,1.61536E+12,2021-03-10T16:21:57,2021-03-10T16:21:40
8322,13514,练习-外部输入,assignment,1.61536E+12,1351,1.61537E+12,2021-03-10T16:44:31,2021-03-10T16:22:00
8328,13507,控制输出格式,video,1.61537E+12,60,1.61537E+12,2021-03-10T16:32:12,2021-03-10T16:31:12
8328,13507,控制输出格式,video,1.61537E+12,697,1.61537E+12,2021-03-10T16:43:51,2021-03-10T16:32:14
8328,13509,练习-控制输出格式,assignment,1.61537E+12,213,1.61537E+12,2021-03-10T16:47:27,2021-03-10T16:43:54
8322,13509,练习-控制输出格式,assignment,1.61537E+12,9,1.61537E+12,2021-03-10T16:44:43,2021-03-10T16:44:34
8322,13514,练习-外部输入,assignment,1.61537E+12,43,1.61537E+12,2021-03-10T16:45:28,2021-03-10T16:44:45
8322,13514,练习-外部输入,assignment,1.61537E+12,6,1.61537E+12,2021-03-10T16:45:37,2021-03-10T16:45:31
8328,13510,练习讲解-身高的公/英制转换,video,1.61537E+12,816,1.61537E+12,2021-03-10T17:01:06,2021-03-10T16:47:30
8328,13507,控制输出格式,video,1.61537E+12,113,1.61537E+12,2021-03-10T17:03:05,2021-03-10T17:01:12
8328,13510,练习讲解-身高的公/英制转换,video,1.61537E+12,76,1.61537E+12,2021-03-10T17:04:23,2021-03-10T17:03:07
